Timestamp_min,Reactor_Temp_C,Jacket_Flow_Rate_L_min,Pressure_atm,Reactant_A_Conc_mol_L,Product_B_Conc_mol_L,Reactor_Run_ID
2471,84.7,1011,3.21,0.51,1.99,15
2472,85.4,1017,3.2,0.5,2,15
2473,84.9,1008,3.17,0.49,2.01,15
2474,85.6,1014,3.18,0.48,2.02,15
2475,85.1,1005,3.2,0.47,2.03,15
2476,85.8,1011,3.19,0.46,2.04,15
2477,85.3,1007,3.21,0.45,2.05,15
2478,85.9,1013,3.18,0.44,2.06,15
2479,85.4,1009,3.2,0.43,2.07,15
2480,86,1015,3.17,0.42,2.08,15
2481,85.5,1006,3.21,0.41,2.09,15
2482,86.1,1012,3.19,0.4,2.1,15
2483,85.6,1008,3.2,0.39,2.11,15
2484,86.2,1014,3.18,0.38,2.12,15
2485,85.7,1009,3.21,0.37,2.13,15
2486,86.3,1011,3.19,0.36,2.14,15
2487,85.8,1006,3.2,0.35,2.15,15
2488,86.4,1013,3.17,0.34,2.16,15
2489,85.9,1008,3.21,0.33,2.17,15
2490,86.5,1010,3.19,0.32,2.18,15
2491,86,1005,3.2,0.31,2.19,15
2492,86.6,1012,3.17,0.3,2.2,15
2493,86.1,1007,3.21,0.29,2.21,15
2494,86.7,1014,3.19,0.28,2.22,15
2495,86.2,1009,3.2,0.27,2.23,15
2496,86.8,1011,3.17,0.26,2.24,15
2497,86.3,1006,3.21,0.25,2.25,15
2498,86.9,1013,3.19,0.24,2.26,15
2499,86.4,1008,3.2,0.23,2.27,15
2500,87,1010,3.17,0.22,2.28,15
2501,86.5,1005,3.21,0.21,2.29,15
2502,87.1,1012,3.19,0.2,2.3,15
2503,86.6,1007,3.2,0.19,2.31,15
2504,87.2,1014,3.17,0.18,2.32,15
2505,86.7,1009,3.21,0.17,2.33,15
2506,87.3,1011,3.19,0.16,2.34,15
2507,86.8,1006,3.2,0.15,2.35,15
2508,87.4,1013,3.17,0.14,2.36,15
2509,86.9,1008,3.21,0.13,2.37,15
2510,87.5,1010,3.19,0.12,2.38,15
2511,87,1005,3.2,0.11,2.39,15
2512,87.6,1012,3.17,0.1,2.4,15
2513,87.1,1007,3.21,0.09,2.41,15
2514,87.7,1014,3.19,0.08,2.42,15
2515,87.2,1009,3.2,0.07,2.43,15
2516,87.8,1011,3.17,0.06,2.44,15
2517,87.3,1006,3.21,0.05,2.45,15
2518,85,1015,3.2,2.5,0,16
2519,85.5,1017,3.18,2.49,0.01,16
2520,86,1012,3.22,2.48,0.02,16
2521,86.5,1019,3.19,2.47,0.03,16
2522,87,1013,3.21,2.46,0.04,16
2523,87.5,1018,3.17,2.45,0.05,16
2524,88,1014,3.23,2.44,0.06,16
2525,88.5,1016,3.19,2.43,0.07,16
2526,89,1011,3.22,2.42,0.08,16
2527,89.5,1015,3.18,2.41,0.09,16
2528,90,1017,3.21,2.4,0.1,16
2529,90.5,1013,3.17,2.39,0.11,16
2530,91,1019,3.2,2.38,0.12,16
2531,91.5,1014,3.16,2.37,0.13,16
2532,92,1018,3.19,2.36,0.14,16
2533,92.5,1012,3.22,2.35,0.15,16
2534,93,1016,3.18,2.34,0.16,16
2535,93.5,1011,3.21,2.33,0.17,16
2536,94,1015,3.17,2.32,0.18,16
2537,94.5,1013,3.2,2.31,0.19,16
2538,95,1017,3.16,2.3,0.2,16
2539,95.5,1014,3.19,2.29,0.21,16
2540,96,1018,3.14,2.28,0.22,16
2541,96.5,1012,3.17,2.27,0.23,16
2542,97,1016,3.11,2.26,0.24,16
2543,97.5,1011,3.14,2.25,0.25,16
2544,98,1015,3.08,2.24,0.26,16
2545,98.5,1013,3.11,2.23,0.27,16
2546,99,1017,3.05,2.22,0.28,16
2547,99.5,1014,3.08,2.21,0.29,16
2548,100,1018,3.02,2.2,0.3,16
2549,100.5,1012,3.05,2.19,0.31,16
2550,101,1016,2.99,2.18,0.32,16
2551,101.5,1011,3.02,2.17,0.33,16
2552,102,1015,2.96,2.16,0.34,16
2553,102.5,1013,2.99,2.15,0.35,16
2554,103,1017,2.93,2.14,0.36,16
2555,103.5,1014,2.96,2.13,0.37,16
2556,104,1018,2.89,2.12,0.38,16
2557,104.5,1012,2.92,2.11,0.39,16
2558,105,1016,2.86,2.1,0.4,16
2559,105.5,1011,2.89,2.09,0.41,16
2560,106,1015,2.83,2.08,0.42,16
2561,106.5,1013,2.86,2.07,0.43,16
2562,107,1017,2.79,2.06,0.44,16
2563,107.5,1014,2.82,2.05,0.45,16
2564,108,1018,2.76,2.04,0.46,16
2565,108.5,1012,2.79,2.03,0.47,16
2566,109,1016,2.73,2.02,0.48,16
2567,109.5,1011,2.76,2.01,0.49,16
2568,85,1015,3.2,2.01,0.49,16
2569,84.95,1007,3.18,2,0.5,16
2570,85.05,1019,3.22,1.99,0.51,16
2571,84.9,1013,3.19,1.98,0.52,16
2572,85.05,1005,3.21,1.97,0.53,16
2573,84.9,1017,3.17,1.96,0.54,16
2574,85,1009,3.23,1.95,0.55,16
2575,84.95,1011,3.16,1.94,0.56,16
2576,85,1023,3.24,1.93,0.57,16
2577,84.9,1008,3.18,1.92,0.58,16
2578,85.05,1014,3.22,1.91,0.59,16
2579,84.9,1002,3.19,1.9,0.6,16
2580,85,1016,3.21,1.89,0.61,16
2581,84.95,1007,3.17,1.88,0.62,16
2582,85.05,1021,3.23,1.87,0.63,16
2583,84.9,1005,3.16,1.86,0.64,16
2584,85,1018,3.24,1.85,0.65,16
2585,84.9,1009,3.18,1.84,0.66,16
2586,85.05,1013,3.22,1.83,0.67,16
2587,84.9,1001,3.19,1.82,0.68,16
2588,85,1017,3.21,1.81,0.69,16
2589,84.9,1006,3.17,1.8,0.7,16
2590,85.05,1020,3.23,1.79,0.71,16
2591,84.9,1008,3.16,1.78,0.72,16
2592,85,1014,3.24,1.77,0.73,16
2593,84.9,1003,3.18,1.76,0.74,16
2594,85.05,1019,3.22,1.75,0.75,16
2595,84.9,1007,3.19,1.74,0.76,16
2596,85.05,1011,3.21,1.73,0.77,16
2597,84.9,1004,3.17,1.72,0.78,16
2598,85,1016,3.23,1.71,0.79,16
2599,84.9,1009,3.16,1.7,0.8,16
2600,85.05,1012,3.24,1.69,0.81,16
2601,84.9,1006,3.18,1.68,0.82,16
2602,85,1018,3.21,1.67,0.83,16
2603,84.9,1003,3.17,1.66,0.84,16
2604,85,1015,3.23,1.65,0.85,16
2605,84.9,1007,3.16,1.64,0.86,16
2606,85.05,1011,3.24,1.63,0.87,16
2607,84.9,1004,3.18,1.62,0.88,16
2608,85,1017,3.21,1.61,0.89,16
2609,84.9,1009,3.17,1.6,0.9,16
2610,85.05,1013,3.23,1.59,0.91,16
2611,84.9,1006,3.16,1.58,0.92,16
2612,85,1015,3.24,1.57,0.93,16
2613,84.9,1007,3.18,1.56,0.94,16
2614,85.05,1011,3.21,1.55,0.95,16
2615,84.9,1004,3.17,1.54,0.96,16
2616,85,1017,3.23,1.53,0.97,16
2617,84.9,1009,3.16,1.52,0.98,16
2618,85,1015,3.2,1.52,0.98,16
2619,84.95,1011,3.18,1.51,0.99,16
2620,85.1,1018,3.22,1.5,1,16
2621,85.05,1013,3.19,1.49,1.01,16
2622,84.9,1019,3.21,1.48,1.02,16
2623,85.05,1015,3.17,1.47,1.03,16
2624,84.9,1017,3.2,1.46,1.04,16
2625,85.05,1012,3.18,1.45,1.05,16
2626,84.9,1014,3.2,1.44,1.06,16
2627,85,1019,3.19,1.43,1.07,16
2628,84.95,1016,3.21,1.42,1.08,16
2629,85.1,1013,3.18,1.41,1.09,16
2630,85.05,1017,3.2,1.4,1.1,16
2631,84.9,1014,3.19,1.39,1.11,16
2632,85,1018,3.21,1.38,1.12,16
2633,84.95,1015,3.17,1.37,1.13,16
2634,85.05,1012,3.2,1.36,1.14,16
2635,84.9,1017,3.18,1.35,1.15,16
2636,85.05,1014,3.21,1.34,1.16,16
2637,84.9,1019,3.19,1.33,1.17,16
2638,85.05,1016,3.2,1.32,1.18,16
2639,84.9,1013,3.17,1.31,1.19,16
2640,85.05,1017,3.2,1.3,1.2,16
2641,84.9,1014,3.18,1.29,1.21,16
2642,85.05,1019,3.21,1.28,1.22,16
2643,84.9,1015,3.17,1.27,1.23,16
2644,85.05,1012,3.2,1.26,1.24,16
2645,84.9,1017,3.18,1.25,1.25,16
2646,85.05,1014,3.21,1.24,1.26,16
2647,84.9,1019,3.19,1.23,1.27,16
2648,85.05,1016,3.2,1.22,1.28,16
2649,84.9,1013,3.17,1.21,1.29,16
2650,85.05,1017,3.2,1.2,1.3,16
2651,84.9,1014,3.18,1.19,1.31,16
2652,85.05,1019,3.21,1.18,1.32,16
2653,84.9,1015,3.17,1.17,1.33,16
2654,85.05,1012,3.2,1.16,1.34,16
2655,84.9,1017,3.18,1.15,1.35,16
2656,85.05,1014,3.21,1.14,1.36,16
2657,84.9,1019,3.17,1.13,1.37,16
2658,85.05,1016,3.2,1.12,1.38,16
2659,84.9,1013,3.19,1.11,1.39,16
2660,85.05,1017,3.21,1.1,1.4,16
2661,84.9,1014,3.18,1.09,1.41,16
2662,85.05,1019,3.2,1.08,1.42,16
2663,84.9,1015,3.17,1.07,1.43,16
2664,85.05,1012,3.2,1.06,1.44,16
2665,84.9,1017,3.18,1.05,1.45,16
2666,85.05,1014,3.21,1.04,1.46,16
2667,84.9,1019,3.17,1.03,1.47,16
2668,85,1015,3.2,1.03,1.47,16
2669,84.5,1018,3.18,1.02,1.48,16
2670,85,1010,3.22,1.01,1.49,16
2671,84.75,1013,3.19,1,1.5,16
2672,85.25,1016,3.21,0.99,1.51,16
2673,85.5,1014,3.17,0.98,1.52,16
2674,85.75,1012,3.23,0.97,1.53,16
2675,86,1011,3.2,0.96,1.54,16
2676,86.25,1009,3.18,0.95,1.55,16
2677,86.5,1017,3.22,0.94,1.56,16
2678,86.75,1015,3.19,0.93,1.57,16
2679,87,1013,3.23,0.92,1.58,16
2680,87.25,1011,3.2,0.91,1.59,16
2681,87.5,1009,3.18,0.9,1.6,16
2682,87.75,1017,3.22,0.89,1.61,16
2683,88,1015,3.19,0.88,1.62,16
2684,88.25,1013,3.23,0.87,1.63,16
2685,88.5,1011,3.2,0.86,1.64,16
2686,88.75,1009,3.18,0.85,1.65,16
2687,89,1017,3.22,0.84,1.66,16
2688,89.25,1015,3.19,0.83,1.67,16
2689,89.5,1013,3.23,0.82,1.68,16
2690,89.75,1011,3.2,0.81,1.69,16
2691,90,1009,3.18,0.8,1.7,16
2692,90.25,1017,3.22,0.79,1.71,16
2693,90.5,1015,3.19,0.78,1.72,16
2694,90.75,1013,3.23,0.77,1.73,16
2695,91,1011,3.2,0.76,1.74,16
2696,91.25,1009,3.18,0.75,1.75,16
2697,91.5,1017,3.22,0.74,1.76,16
2698,91.75,1015,3.19,0.73,1.77,16
2699,92,1013,3.23,0.72,1.78,16
2700,92.25,1011,3.2,0.71,1.79,16
2701,92.5,1009,3.18,0.7,1.8,16
2702,92.75,1017,3.22,0.69,1.81,16
2703,93,1015,3.19,0.68,1.82,16
2704,93.25,1013,3.23,0.67,1.83,16
2705,93.5,1011,3.2,0.66,1.84,16
2706,93.75,1009,3.18,0.65,1.85,16
2707,94,1017,3.22,0.64,1.86,16
2708,94.25,1015,3.19,0.63,1.87,16
2709,94.5,1013,3.23,0.62,1.88,16
2710,94.75,1011,3.2,0.61,1.89,16
2711,95,1009,3.18,0.6,1.9,16
2712,95.25,1017,3.22,0.59,1.91,16
2713,95.5,1015,3.19,0.58,1.92,16
2714,95.75,1013,3.23,0.57,1.93,16
2715,96,1011,3.2,0.56,1.94,16
2716,96.25,1009,3.18,0.55,1.95,16
2717,96.5,1017,3.22,0.54,1.96,16
2718,85,1015,3.2,0.54,1.96,16
2719,85.5,1007,3.18,0.53,1.97,16
2720,85,1013,3.22,0.52,1.98,16
2721,84.5,1009,3.19,0.51,1.99,16
2722,85,1010,3.21,0.5,2,16
2723,84,1016,3.17,0.49,2.01,16
2724,85.5,1003,3.23,0.48,2.02,16
2725,85,1011,3.19,0.47,2.03,16
2726,84.5,1008,3.2,0.46,2.04,16
2727,85,1014,3.18,0.45,2.05,16
2728,84,1006,3.22,0.44,2.06,16
2729,85.5,1019,3.16,0.43,2.07,16
2730,85,1002,3.24,0.42,2.08,16
2731,84.5,1017,3.19,0.41,2.09,16
2732,85,1005,3.21,0.4,2.1,16
2733,84,1013,3.17,0.39,2.11,16
2734,85.5,1009,3.23,0.38,2.12,16
2735,85,1011,3.19,0.37,2.13,16
2736,84.5,1007,3.2,0.36,2.14,16
2737,85,1015,3.18,0.35,2.15,16
2738,84,1004,3.22,0.34,2.16,16
2739,85.5,1018,3.16,0.33,2.17,16
2740,85,1001,3.24,0.32,2.18,16
2741,84.5,1016,3.19,0.31,2.19,16
2742,85,1008,3.21,0.3,2.2,16
2743,84,1003,3.17,0.29,2.21,16
2744,85.5,1014,3.23,0.28,2.22,16
2745,85,1006,3.19,0.27,2.23,16
2746,84.5,1011,3.2,0.26,2.24,16
2747,85,1009,3.18,0.25,2.25,16
2748,84,1017,3.22,0.24,2.26,16
2749,85.5,1002,3.16,0.23,2.27,16
2750,85,1015,3.24,0.22,2.28,16
2751,84.5,1005,3.19,0.21,2.29,16
2752,85,1013,3.21,0.2,2.3,16
2753,84,1008,3.17,0.19,2.31,16
2754,85.5,1011,3.23,0.18,2.32,16
2755,85,1007,3.19,0.17,2.33,16
2756,84.5,1016,3.2,0.16,2.34,16
2757,85,1004,3.18,0.15,2.35,16
2758,84,1012,3.22,0.14,2.36,16
2759,85.5,1009,3.16,0.13,2.37,16
2760,85,1018,3.24,0.12,2.38,16
2761,84.5,1001,3.19,0.11,2.39,16
2762,85,1015,3.21,0.1,2.4,16
2763,84,1006,3.17,0.09,2.41,16
2764,85.5,1013,3.23,0.08,2.42,16
2765,85,1008,3.19,0.07,2.43,16
2766,84.5,1011,3.2,0.06,2.44,16
2767,85,1005,3.18,0.05,2.45,16
2768,85,1015,3.2,2.5,0,17
2769,85.5,1014,3.18,2.5,0.01,17
2770,86,1017,3.22,2.49,0.01,17
2771,86.5,1016,3.19,2.48,0.01,17
2772,87,1019,3.21,2.48,0.02,17
2773,87.5,1013,3.17,2.48,0.03,17
2774,88,1018,3.23,2.47,0.03,17
2775,88.5,1012,3.16,2.46,0.04,17
2776,89,1015,3.24,2.46,0.04,17
2777,89.5,1011,3.18,2.46,0.04,17
2778,90,1014,3.26,2.45,0.05,17
2779,90.5,1010,3.2,2.44,0.06,17
2780,91,1013,3.22,2.44,0.06,17
2781,91.5,1008,3.14,2.44,0.07,17
2782,92,1011,3.25,2.43,0.07,17
2783,92.5,1007,3.17,2.42,0.07,17
2784,93,1010,3.28,2.42,0.08,17
2785,93.5,1006,3.19,2.42,0.09,17
2786,94,1009,3.3,2.41,0.09,17
2787,94.5,1005,3.22,2.4,0.1,17
2788,95,1008,3.32,2.4,0.1,17
2789,95.5,1004,3.24,2.4,0.1,17
2790,96,1007,3.34,2.39,0.11,17
2791,96.5,1003,3.26,2.38,0.12,17
2792,97,1006,3.36,2.38,0.12,17
2793,97.5,1002,3.28,2.38,0.12,17
2794,98,1005,3.38,2.37,0.13,17
2795,98.5,1001,3.3,2.37,0.14,17
2796,99,1004,3.4,2.36,0.14,17
2797,99.5,1000,3.42,2.35,0.14,17
2798,100,1003,3.44,2.35,0.15,17
2799,100.5,999,3.46,2.35,0.15,17
2800,101,1002,3.48,2.34,0.16,17
2801,101.5,998,3.5,2.33,0.17,17
2802,102,1001,3.52,2.33,0.17,17
2803,102.5,997,3.54,2.33,0.17,17
2804,103,1000,3.56,2.32,0.18,17
2805,103.5,996,3.58,2.31,0.18,17
2806,104,999,3.6,2.31,0.19,17
2807,104.5,995,3.62,2.31,0.2,17
2808,105,998,3.64,2.3,0.2,17
2809,105.5,994,3.66,2.29,0.2,17
2810,106,997,3.68,2.29,0.21,17
2811,106.5,993,3.7,2.29,0.21,17
2812,107,996,3.72,2.28,0.22,17
2813,107.5,992,3.74,2.27,0.23,17
2814,108,995,3.76,2.27,0.23,17
2815,108.5,991,3.78,2.27,0.23,17
2816,109,994,3.8,2.26,0.24,17
2817,109.5,990,3.82,2.25,0.24,17
2818,85,1015,3.2,2.25,0.24,17
2819,85.5,1007,3.18,2.24,0.25,17
2820,86,1010,3.22,2.23,0.26,17
2821,86.5,1019,3.21,2.22,0.27,17
2822,87,1013,3.19,2.21,0.28,17
2823,87.5,1004,3.23,2.2,0.29,17
2824,88,1018,3.17,2.19,0.3,17
2825,88.5,1010,3.24,2.18,0.31,17
2826,89,1008,3.16,2.17,0.32,17
2827,89.5,1014,3.25,2.16,0.33,17
2828,90,1009,3.15,2.15,0.34,17
2829,90.5,1016,3.26,2.14,0.35,17
2830,91,1007,3.14,2.13,0.36,17
2831,91.5,1013,3.27,2.12,0.37,17
2832,92,1005,3.13,2.11,0.38,17
2833,92.5,1011,3.28,2.1,0.39,17
2834,93,1006,3.12,2.09,0.4,17
2835,93.5,1017,3.29,2.08,0.41,17
2836,94,1008,3.11,2.07,0.42,17
2837,94.5,1014,3.3,2.06,0.43,17
2838,95,1009,3.1,2.05,0.44,17
2839,95.5,1016,3.31,2.04,0.45,17
2840,96,1007,3.09,2.03,0.46,17
2841,96.5,1013,3.32,2.02,0.47,17
2842,97,1005,3.08,2.01,0.48,17
2843,97.5,1011,3.33,2,0.49,17
2844,98,1006,3.07,1.99,0.5,17
2845,98.5,1017,3.34,1.98,0.51,17
2846,99,1008,3.06,1.97,0.52,17
2847,99.5,1014,3.35,1.96,0.53,17
2848,100,1009,3.05,1.95,0.54,17
2849,100.5,1016,3.36,1.94,0.55,17
2850,101,1007,3.04,1.93,0.56,17
2851,101.5,1013,3.37,1.92,0.57,17
2852,102,1005,3.03,1.91,0.58,17
2853,102.5,1011,3.38,1.9,0.59,17
2854,103,1006,3.02,1.89,0.6,17
2855,103.5,1017,3.39,1.88,0.61,17
2856,104,1008,3.01,1.87,0.62,17
2857,104.5,1014,3.4,1.86,0.63,17
2858,105,1009,3,1.85,0.64,17
2859,105.5,1016,3.41,1.84,0.65,17
2860,106,1007,2.99,1.83,0.66,17
2861,106.5,1013,3.42,1.82,0.67,17
2862,107,1005,2.98,1.81,0.68,17
2863,107.5,1011,3.43,1.8,0.69,17
2864,108,1006,2.97,1.79,0.7,17
2865,108.5,1017,3.44,1.78,0.71,17
2866,109,1008,2.96,1.77,0.72,17
2867,109.5,1014,3.45,1.76,0.73,17
2868,85,1015,3.2,1.76,0.73,17
2869,84.95,1013,3.18,1.75,0.74,17
2870,85.1,1018,3.22,1.74,0.75,17
2871,85.25,1019,3.19,1.73,0.76,17
2872,85,1017,3.21,1.72,0.77,17
2873,84.9,1016,3.17,1.71,0.78,17
2874,85.05,1014,3.23,1.7,0.79,17
2875,85.2,1012,3.16,1.69,0.8,17
2876,85.35,1015,3.24,1.68,0.81,17
2877,85.1,1013,3.18,1.67,0.82,17
2878,85.25,1017,3.22,1.66,0.83,17
2879,85.4,1019,3.19,1.65,0.84,17
2880,85.55,1016,3.21,1.64,0.85,17
2881,85.3,1015,3.17,1.63,0.86,17
2882,85.45,1013,3.23,1.62,0.87,17
2883,85.6,1017,3.16,1.61,0.88,17
2884,85.75,1019,3.24,1.6,0.89,17
2885,85.5,1016,3.18,1.59,0.9,17
2886,85.65,1014,3.22,1.58,0.91,17
2887,85.8,1017,3.19,1.57,0.92,17
2888,85.95,1019,3.21,1.56,0.93,17
2889,86.1,1016,3.17,1.55,0.94,17
2890,86.25,1014,3.23,1.54,0.95,17
2891,86.4,1017,3.16,1.53,0.96,17
2892,86.55,1019,3.24,1.52,0.97,17
2893,86.3,1016,3.18,1.51,0.98,17
2894,86.45,1014,3.22,1.5,0.99,17
2895,86.6,1017,3.19,1.49,1,17
2896,86.75,1019,3.21,1.48,1.01,17
2897,86.5,1016,3.17,1.47,1.02,17
2898,86.65,1014,3.23,1.46,1.03,17
2899,86.8,1017,3.16,1.45,1.04,17
2900,86.95,1019,3.24,1.44,1.05,17
2901,86.7,1016,3.18,1.43,1.06,17
2902,86.85,1014,3.22,1.42,1.07,17
2903,87,1017,3.19,1.41,1.08,17
2904,87.15,1019,3.21,1.4,1.09,17
2905,86.9,1016,3.17,1.39,1.1,17
2906,87.05,1014,3.23,1.38,1.11,17
2907,87.2,1017,3.16,1.37,1.12,17
2908,87.35,1019,3.24,1.36,1.13,17
2909,87.1,1016,3.18,1.35,1.14,17
2910,87.25,1014,3.22,1.34,1.15,17
2911,87.4,1017,3.19,1.33,1.16,17
2912,87.55,1019,3.21,1.32,1.17,17
2913,87.3,1016,3.17,1.31,1.18,17
2914,87.45,1014,3.23,1.3,1.19,17
2915,87.6,1017,3.16,1.29,1.2,17
2916,87.75,1019,3.24,1.28,1.21,17
2917,87.5,1016,3.18,1.27,1.22,17
2918,85,1015,3.2,1.27,1.22,17
2919,84.5,1013,3.18,1.26,1.23,17
2920,85,1016,3.19,1.25,1.24,17
2921,84,1019,3.21,1.24,1.25,17
2922,83.5,1017,3.22,1.23,1.26,17
2923,84,1018,3.2,1.22,1.27,17
2924,85,1016,3.19,1.21,1.28,17
2925,84.5,1014,3.17,1.2,1.29,17
2926,85,1015,3.18,1.19,1.3,17
2927,84.5,1017,3.2,1.18,1.31,17
2928,85,1016,3.19,1.17,1.32,17
2929,84,1019,3.21,1.16,1.33,17
2930,83.5,1017,3.22,1.15,1.34,17
2931,84,1018,3.2,1.14,1.35,17
2932,85,1016,3.19,1.13,1.36,17
2933,84.5,1014,3.17,1.12,1.37,17
2934,85,1015,3.18,1.11,1.38,17
2935,84.5,1017,3.2,1.1,1.39,17
2936,85,1016,3.19,1.09,1.4,17
2937,84,1019,3.21,1.08,1.41,17
2938,83.5,1017,3.22,1.07,1.42,17
2939,84,1018,3.2,1.06,1.43,17
2940,85,1016,3.19,1.05,1.44,17
2941,84.5,1014,3.17,1.04,1.45,17
2942,85,1015,3.18,1.03,1.46,17
2943,84.5,1017,3.2,1.02,1.47,17
2944,85,1016,3.19,1.01,1.48,17
2945,84,1019,3.21,1,1.49,17
2946,83.5,1017,3.22,1,1.5,17
2947,84,1018,3.2,1,1.5,17
2948,85,1016,3.19,1,1.5,17
2949,84.5,1014,3.17,1,1.5,17
2950,85,1015,3.18,1,1.5,17
2951,84.5,1017,3.2,1,1.5,17
2952,85,1016,3.19,1,1.5,17
2953,84,1019,3.21,1,1.5,17
2954,83.5,1017,3.22,1,1.5,17
2955,84,1018,3.2,1,1.5,17
2956,85,1016,3.19,1,1.5,17
2957,84.5,1014,3.17,1,1.5,17
3058,85,1015,3.2,1,1.5,17
3059,84.5,1019,3.18,0.99,1.51,17
3060,85,1011,3.22,0.98,1.52,17
3061,84.9,1013,3.19,0.97,1.53,17
3062,85.2,1016,3.21,0.96,1.54,17
3063,85.1,1009,3.17,0.95,1.55,17
3064,84.8,1012,3.23,0.94,1.56,17
3065,84.6,1017,3.16,0.93,1.57,17
3066,85.3,1008,3.24,0.92,1.58,17
3067,85,1014,3.15,0.91,1.59,17
3068,84.7,1010,3.25,0.9,1.6,17
3069,84.4,1013,3.14,0.89,1.61,17
3070,85.1,1007,3.26,0.88,1.62,17
3071,84.8,1011,3.13,0.87,1.63,17
3072,84.5,1009,3.27,0.86,1.64,17
3073,85.2,1015,3.12,0.85,1.65,17
3074,84.9,1012,3.28,0.84,1.66,17
3075,84.6,1006,3.11,0.83,1.67,17
3076,85.3,1014,3.29,0.82,1.68,17
3077,85,1008,3.1,0.81,1.69,17
3078,84.7,1010,3.3,0.8,1.7,17
3079,84.4,1017,3.09,0.79,1.71,17
3080,85.1,1004,3.31,0.78,1.72,17
3081,84.8,1013,3.08,0.77,1.73,17
3082,84.5,1009,3.32,0.76,1.74,17
3083,85.2,1016,3.07,0.75,1.75,17
3084,84.9,1007,3.33,0.74,1.76,17
3085,84.6,1012,3.06,0.73,1.77,17
3086,85.3,1005,3.34,0.72,1.78,17
3087,85,1010,3.05,0.71,1.79,17
3088,84.7,1019,3.35,0.7,1.8,17
3089,84.4,1003,3.04,0.69,1.81,17
3090,85.1,1017,3.36,0.68,1.82,17
3091,84.8,1006,3.03,0.67,1.83,17
3092,84.5,1014,3.37,0.66,1.84,17
3093,85.2,1002,3.02,0.65,1.85,17
3094,85,1011,3.38,0.64,1.86,17
3095,84.7,1010,3.01,0.63,1.87,17
3096,84.4,1009,3.39,0.62,1.88,17
3097,85.1,1008,3,0.61,1.89,17
3098,84.8,1016,3.4,0.6,1.9,17
3099,84.5,1007,2.99,0.59,1.91,17
3100,85.2,1014,3.41,0.58,1.92,17
3101,85,1006,2.98,0.57,1.93,17
3102,84.7,1013,3.42,0.56,1.94,17
3103,84.4,1005,2.97,0.55,1.95,17
3104,85.1,1012,3.43,0.54,1.96,17
3105,84.8,1004,2.96,0.53,1.97,17
3106,84.5,1011,3.44,0.52,1.98,17
3107,85.2,1003,2.95,0.51,1.99,17
3108,85,1015,3.2,0.51,1.99,17
3109,84.5,1012,3.18,0.5,2,17
3110,85,1019,3.22,0.49,2.01,17
3111,84,1016,3.19,0.48,2.02,17
3112,83.5,1011,3.21,0.47,2.03,17
3113,83,1017,3.17,0.46,2.04,17
3114,82.5,1014,3.23,0.45,2.05,17
3115,82,1010,3.16,0.44,2.06,17
3116,81.5,1013,3.24,0.43,2.07,17
3117,81,1018,3.15,0.42,2.08,17
3118,80.5,1015,3.26,0.41,2.09,17
3119,80,1012,3.14,0.4,2.1,17
3120,79.5,1017,3.27,0.39,2.11,17
3121,79,1014,3.13,0.38,2.12,17
3122,78.5,1019,3.28,0.37,2.13,17
3123,78,1016,3.12,0.36,2.14,17
3124,77.5,1021,3.29,0.35,2.15,17
3125,77,1018,3.11,0.34,2.16,17
3126,76.5,1023,3.3,0.33,2.17,17
3127,76,1020,3.1,0.32,2.18,17
3128,75.5,1024,3.31,0.31,2.19,17
3129,75,1022,3.09,0.3,2.2,17
3130,74.5,1026,3.32,0.29,2.21,17
3131,74,1023,3.08,0.28,2.22,17
3132,73.5,1028,3.33,0.27,2.23,17
3133,73,1025,3.07,0.26,2.24,17
3134,72.5,1030,3.34,0.25,2.25,17
3135,72,1027,3.06,0.24,2.26,17
3136,71.5,1032,3.35,0.23,2.27,17
3137,71,1029,3.05,0.22,2.28,17
3138,70.5,1034,3.36,0.21,2.29,17
3139,70,1031,3.04,0.2,2.3,17
3140,69.5,1036,3.37,0.19,2.31,17
3141,69,1033,3.03,0.18,2.32,17
3142,68.5,1038,3.38,0.17,2.33,17
3143,68,1035,3.02,0.16,2.34,17
3144,67.5,1040,3.39,0.15,2.35,17
3145,67,1037,3.01,0.14,2.36,17
3146,66.5,1042,3.4,0.13,2.37,17
3147,66,1039,3,0.12,2.38,17
3148,65.5,1044,3.41,0.11,2.39,17
3149,65,1041,2.99,0.1,2.4,17
3150,64.5,1046,3.42,0.09,2.41,17
3151,64,1043,2.98,0.08,2.42,17
3152,63.5,1048,3.43,0.07,2.43,17
3153,63,1045,2.97,0.06,2.44,17
3154,62.5,1050,3.44,0.05,2.45,17
3155,62,1047,2.96,0.04,2.46,17
3156,61.5,1052,3.45,0.03,2.47,17
3157,61,1049,2.95,0.02,2.48,17
3158,85,1015,3.2,2.5,0,18
3159,84.95,1007,3.18,2.49,0.01,18
3160,85.05,1013,3.19,2.48,0.02,18
3161,85.1,1018,3.21,2.47,0.03,18
3162,85.15,1011,3.17,2.46,0.04,18
3163,85.2,1009,3.22,2.45,0.05,18
3164,85.25,1016,3.16,2.44,0.06,18
3165,85.3,1012,3.23,2.43,0.07,18
3166,85.35,1006,3.19,2.42,0.08,18
3167,85.4,1019,3.24,2.41,0.09,18
3168,85.45,1013,3.2,2.4,0.1,18
3169,85.5,1007,3.18,2.39,0.11,18
